feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
KEGG52	ST	15	-0.012463220736747	0.0049241911749954	1346	1346	0.0123079617290776	0.108861799431325
KEGG66	ST	15	-0.00997178604539279	0.00396343559825745	1346	1346	0.0126192869673028	0.11073119442607
KEGG77	ST	30	-0.0181397460991943	0.0072506982803441	1346	1346	0.0126632165165616	0.11073119442607
KEGG48	ST	4603	-0.0551646161626646	0.0221633484859001	1346	1346	0.0129326765695614	0.112448526782796
KEGG21	ST	30	-0.00902698742651837	0.00360591183438242	1346	1346	0.0132152534795246	0.11301151880964
KEGG55	ST	5522	-0.0146886686038151	0.00591822437993775	1346	1346	0.0132177214982035	0.11301151880964
KEGG68	ST	5522	-0.0146878729294971	0.00591787454838637	1346	1346	0.0132172981884702	0.11301151880964
KEGG27	ST	30	-0.0124608341428532	0.00501850145178876	1346	1346	0.0136340666130363	0.115927229378248
KEGG58	ST	6	0.0266269216184431	0.0107640189035259	1346	1346	0.0137230074572705	0.116042354267799
KEGG106	ST	5	-0.0296640390314776	0.0120565643054237	1346	1346	0.0140388661637849	0.117350317885653
KEGG43	ST	5	0.0128839198845083	0.00521249448561497	1346	1346	0.014023119803993	0.117350317885653
KEGG7	ST	15	-0.010003918287559	0.00405969846198445	1346	1346	0.0141064384722845	0.117350317885653
KEGG25	ST	15	-0.00976351512060161	0.00396429760774607	1346	1346	0.0142727517016148	0.118095510047232
KEGG18	ST	15	-0.00970201626634841	0.00396578531893236	1346	1346	0.0149360222019874	0.122922664004591
KEGG106	ST	39	-0.0466752877739412	0.0191796915635904	1346	1346	0.0151212609342679	0.123260602423352
KEGG35	ST	30	-0.0088853873305587	0.00361788363906473	1346	1346	0.0151372669642713	0.123260602423352
KEGG44	ST	30	-0.0126739585942523	0.00520239562814534	1346	1346	0.0152996826393884	0.123927429379046
KEGG4	ST	5522	-0.0150172919361341	0.00621677075465607	1346	1346	0.0158562538286276	0.126764708762846
KEGG65	ST	7	0.0110195205754347	0.00456412022618485	1346	1346	0.0158970687402399	0.126764708762846
KEGG80	ST	7	0.0110203691934493	0.00456424699330319	1346	1346	0.0158919040197273	0.126764708762846
KEGG56	ST	15	-0.0384802645583867	0.0159792433385428	1346	1346	0.0162668490387911	0.129044745725255
KEGG47	ST	121	-0.0201762803308006	0.00837906772602394	1346	1346	0.0164470010413454	0.129804792834003
KEGG47	ST	97	0.00971741193012323	0.00403942063017912	1346	1346	0.0166150303081247	0.130461896143898
KEGG47	ST	5522	-0.0135792017111512	0.00570017140744572	1346	1346	0.0178298009363281	0.139289663152329
KEGG26	ST	45	-0.0540328431534524	0.0228335801146068	1346	1346	0.0183306380123312	0.142479050004938
KEGG4	ST	15	-0.00678761199665495	0.00288067151959017	1346	1346	0.0186548209870964	0.144270198488147
KEGG26	ST	4603	-0.0773912384010334	0.0328830252363427	1346	1346	0.0187606276158441	0.144363029503921
KEGG125	ST	30	-0.00969263419640411	0.00410914625620344	1346	1346	0.0195596591839008	0.149450648955025
KEGG81	ST	5522	-0.0359720107917143	0.0153959202651396	1346	1346	0.0196160046061826	0.149450648955025
KEGG57	ST	30	-0.00882766932068055	0.00375526796055103	1346	1346	0.0199083268030156	0.150930615516458
KEGG124	ST	39	-0.0136368727714091	0.00588018911483715	1346	1346	0.0205441368160808	0.153932109440776
KEGG3	ST	7	0.0158333784269036	0.00680180145582629	1346	1346	0.0205137598746938	0.153932109440776
KEGG43	ST	15	0.0124751768903601	0.00536754780061585	1346	1346	0.0206042979498374	0.153932109440776
KEGG69	ST	22	-0.0109822454273064	0.00471869291285391	1346	1346	0.0210429058322921	0.156449430318345
KEGG54	ST	45	0.0200407087154047	0.00873441492839021	1346	1346	0.0223324973097308	0.163665301712742
KEGG54	ST	97	0.0245960670568287	0.0107341435499602	1346	1346	0.0221481731905699	0.163665301712742
KEGG69	ST	121	-0.0195025956069727	0.00846225752577693	1346	1346	0.0222682555294862	0.163665301712742
KEGG16	ST	15	0.0105771619494372	0.00461738017123034	1346	1346	0.0229612263088064	0.166685506081382
KEGG16	ST	5	0.00977306024450742	0.00425054299449721	1346	1346	0.022886024831018	0.166685506081382
KEGG23	ST	15	-0.00924775955931604	0.00406639207408926	1346	1346	0.0233459660686807	0.167894587755606
KEGG47	ST	582	-0.0095208655974389	0.00416133726833178	1346	1346	0.0232921017684703	0.167894587755606
KEGG40	ST	39	-0.0109905225775928	0.00486468732729605	1346	1346	0.0242704801526354	0.172927171087527
